S,H,A,TH,TA,gh,ga,allg,ph,pa,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,y1,y2,p1,p2,p5,p6,id,p3,p4,p7,p8,p1.1,p2.1,p3.1,p4.1,KH,KA,last_h5,last_a5,last_5KH,last_5KA
12,45,33,38,38,2,0,2,3,0,9.0,8.0,5.0,2.0,6.0,1.0,12.0,13.0,0.0,1.0,0.0,0.0,0,0,20.0,11.0,34.0,22.0,4724,31.0,39.0,57.0,84.0,23.0,11.0,34.0,39.0,5.0,4.0,0.8,0.8,2.6,1.8
12,1,43,14,14,1,0,1,3,0,9.0,11.0,5.0,6.0,5.0,5.0,17.0,11.0,0.0,0.0,0.0,0.0,0,0,14.0,8.0,372.0,220.0,4483,21.0,13.0,625.0,565.0,17.0,8.0,24.0,13.0,3.0,4.0,2.0,0.0,2.6,3.2
12,4,43,16,16,0,1,1,0,3,12.0,10.0,7.0,8.0,7.0,5.0,11.0,11.0,3.0,1.0,0.0,0.0,0,0,8.0,8.0,323.0,220.0,4496,13.0,16.0,532.0,568.0,8.0,11.0,13.0,19.0,4.0,4.0,1.0,0.5,2.2,2.8
12,6,43,25,25,3,1,4,3,0,15.0,11.0,9.0,5.0,4.0,6.0,9.0,17.0,0.0,2.0,0.0,1.0,1,1,18.0,18.0,143.0,230.0,4586,33.0,33.0,239.0,585.0,21.0,18.0,36.0,33.0,4.0,4.0,1.2,0.6666666666666666,2.0,2.2
12,26,43,17,17,0,1,1,0,3,8.0,5.0,3.0,2.0,6.0,2.0,8.0,9.0,1.0,2.0,0.0,0.0,0,0,12.0,11.0,167.0,223.0,4506,20.0,19.0,278.0,571.0,12.0,14.0,20.0,22.0,4.0,4.0,1.6,0.75,2.2,3.0
12,28,43,37,37,1,0,1,3,0,16.0,5.0,8.0,2.0,4.0,3.0,14.0,10.0,1.0,3.0,0.0,0.0,0,0,30.0,20.0,255.0,232.0,4709,51.0,51.0,423.0,603.0,33.0,20.0,54.0,51.0,4.0,4.0,1.2,0.6,1.8,2.6
12,30,43,19,19,0,2,2,0,3,13.0,16.0,8.0,9.0,10.0,8.0,11.0,9.0,1.0,0.0,0.0,0.0,0,0,10.0,14.0,63.0,226.0,4532,15.0,25.0,111.0,577.0,10.0,17.0,15.0,28.0,4.0,4.0,1.2,0.6,1.6,2.0
12,33,43,8,9,1,0,1,3,0,11.0,16.0,6.0,7.0,3.0,5.0,12.0,11.0,0.0,0.0,0.0,0.0,0,0,7.0,8.0,41.0,220.0,4433,8.0,13.0,53.0,565.0,10.0,8.0,11.0,13.0,4.0,4.0,2.4,1.0,1.8,1.8
12,14,43,6,6,0,0,0,1,1,20.0,6.0,8.0,3.0,9.0,6.0,16.0,13.0,1.0,2.0,0.0,0.0,0,0,6.0,4.0,419.0,216.0,4400,13.0,9.0,701.0,561.0,7.0,5.0,14.0,10.0,2.0,4.0,3.2,0.8,1.8,3.6
12,18,43,8,8,0,1,1,0,3,10.0,8.0,4.0,2.0,11.0,2.0,9.0,13.0,1.0,2.0,0.0,0.0,0,0,6.0,5.0,330.0,217.0,4416,16.0,10.0,529.0,562.0,6.0,8.0,16.0,13.0,5.0,4.0,1.8,0.6,1.0,2.0
12,3,43,31,31,1,1,2,1,1,14.0,9.0,7.0,5.0,3.0,3.0,6.0,10.0,0.0,1.0,0.0,0.0,0,0,22.0,18.0,80.0,230.0,4645,35.0,42.0,133.0,594.0,23.0,19.0,36.0,43.0,4.0,4.0,0.6,0.6,1.0,1.8
12,13,43,29,29,2,0,2,3,0,5.0,7.0,2.0,4.0,5.0,2.0,15.0,16.0,1.0,4.0,0.0,0.0,0,0,23.0,18.0,155.0,230.0,4632,40.0,39.0,274.0,591.0,26.0,18.0,43.0,39.0,4.0,4.0,1.4,0.8,1.2,1.4
12,16,43,24,24,3,0,3,3,0,8.0,12.0,7.0,6.0,5.0,4.0,9.0,14.0,1.0,2.0,0.0,0.0,0,1,11.0,18.0,46.0,230.0,4577,18.0,33.0,96.0,585.0,14.0,18.0,21.0,33.0,5.0,4.0,0.8,0.4,1.2,1.8
12,19,43,11,11,2,0,2,3,0,8.0,5.0,4.0,1.0,5.0,4.0,11.0,9.0,0.0,1.0,0.0,0.0,0,0,6.0,8.0,101.0,220.0,4449,8.0,13.0,152.0,565.0,9.0,8.0,11.0,13.0,4.0,4.0,1.8,0.4,1.6,1.6
12,25,43,33,33,2,2,4,1,1,18.0,9.0,7.0,6.0,12.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,1,1,35.0,19.0,467.0,231.0,4668,50.0,46.0,782.0,598.0,36.0,20.0,51.0,47.0,3.0,4.0,2.0,0.4,2.0,2.6
12,27,43,22,22,0,0,0,1,1,23.0,7.0,16.0,5.0,8.0,2.0,11.0,13.0,1.0,2.0,0.0,0.0,0,0,24.0,17.0,524.0,229.0,4563,43.0,32.0,942.0,584.0,25.0,18.0,44.0,33.0,2.0,4.0,2.2,0.6,2.6,2.2
12,29,43,2,2,0,1,1,0,3,13.0,15.0,6.0,8.0,13.0,3.0,10.0,12.0,1.0,2.0,0.0,0.0,0,0,,,437.0,212.0,4361,1.0,1.0,685.0,553.0,,,1.0,4.0,3.0,4.0,1.0,0.4,2.2,2.4
12,38,43,29,28,1,0,1,3,0,9.0,13.0,4.0,8.0,4.0,10.0,7.0,11.0,1.0,2.0,0.0,0.0,0,0,18.0,18.0,349.0,230.0,4627,21.0,39.0,526.0,591.0,21.0,18.0,24.0,39.0,4.0,4.0,1.8,0.6,2.0,1.8
12,0,43,34,35,1,0,1,3,0,12.0,7.0,3.0,1.0,4.0,7.0,17.0,15.0,0.0,4.0,0.0,0.0,0,0,35.0,20.0,495.0,232.0,4689,71.0,48.0,878.0,600.0,38.0,20.0,74.0,48.0,1.0,4.0,2.6,0.6,1.6,3.2
12,45,43,3,3,1,1,2,1,1,4.0,12.0,2.0,6.0,4.0,5.0,13.0,10.0,0.0,0.0,0.0,0.0,0,0,1.0,3.0,15.0,215.0,4372,2.0,4.0,28.0,556.0,2.0,4.0,3.0,5.0,5.0,4.0,1.2,0.6,1.4,2.0
12,1,25,16,15,1,1,2,1,1,3.0,12.0,2.0,7.0,3.0,9.0,10.0,10.0,1.0,0.0,0.0,0.0,0,0,17.0,5.0,375.0,305.0,4495,24.0,23.0,628.0,755.0,18.0,6.0,25.0,24.0,3.0,3.0,1.4,1.0,2.2,2.0
12,4,25,11,10,2,2,4,1,1,8.0,13.0,7.0,9.0,6.0,6.0,14.0,11.0,2.0,1.0,0.0,0.0,1,1,6.0,4.0,321.0,304.0,4446,6.0,16.0,525.0,748.0,7.0,5.0,7.0,17.0,4.0,3.0,0.6,1.5,1.8,1.6
12,6,25,4,3,1,0,1,3,0,10.0,7.0,8.0,2.0,5.0,2.0,15.0,14.0,2.0,0.0,0.0,0.0,0,0,3.0,1.0,128.0,301.0,4381,6.0,4.0,212.0,736.0,6.0,1.0,9.0,4.0,4.0,3.0,1.4,1.0,2.0,2.2
12,26,25,32,32,1,0,1,3,0,11.0,6.0,8.0,1.0,5.0,2.0,8.0,11.0,1.0,1.0,0.0,0.0,0,0,20.0,15.0,175.0,315.0,4657,37.0,50.0,295.0,782.0,23.0,15.0,40.0,50.0,4.0,3.0,1.4,0.75,1.6,2.0
12,28,25,14,13,2,0,2,3,0,14.0,17.0,6.0,10.0,3.0,5.0,14.0,10.0,3.0,2.0,0.0,0.0,0,0,9.0,5.0,234.0,305.0,4479,22.0,20.0,394.0,752.0,12.0,5.0,25.0,20.0,4.0,3.0,1.0,0.6,1.6,1.8
12,30,25,22,22,1,2,3,0,3,7.0,11.0,4.0,6.0,5.0,2.0,16.0,19.0,2.0,3.0,0.0,0.0,0,1,10.0,9.0,63.0,309.0,4557,16.0,34.0,112.0,766.0,10.0,12.0,16.0,37.0,4.0,3.0,0.8,0.6,2.0,1.8
12,33,25,34,34,1,2,3,0,3,8.0,19.0,6.0,12.0,5.0,4.0,10.0,8.0,1.0,0.0,0.0,0.0,0,1,24.0,15.0,58.0,315.0,4678,35.0,51.0,80.0,783.0,24.0,18.0,35.0,54.0,4.0,3.0,1.8,0.8,2.2,2.2
12,43,25,1,1,1,1,2,1,1,14.0,16.0,7.0,8.0,3.0,8.0,17.0,11.0,3.0,1.0,0.0,0.0,0,0,,,340.0,300.0,4352,,,552.0,732.0,,,,,4.0,3.0,1.4,0.8,2.0,2.0
12,14,25,8,7,1,0,1,3,0,13.0,5.0,5.0,3.0,11.0,2.0,14.0,20.0,0.0,1.0,0.0,0.0,0,0,7.0,1.0,420.0,301.0,4421,17.0,10.0,705.0,742.0,10.0,1.0,20.0,10.0,2.0,3.0,2.8,1.0,2.2,1.4
12,18,25,17,16,1,0,1,3,0,6.0,16.0,2.0,5.0,2.0,7.0,12.0,14.0,2.0,3.0,0.0,0.0,0,0,16.0,6.0,340.0,306.0,4505,33.0,24.0,546.0,756.0,19.0,6.0,36.0,24.0,5.0,3.0,1.4,1.0,2.2,1.8
12,3,25,27,27,2,0,2,3,0,5.0,6.0,3.0,2.0,10.0,4.0,16.0,10.0,2.0,0.0,0.0,0.0,0,0,16.0,15.0,74.0,315.0,4605,29.0,43.0,127.0,775.0,19.0,15.0,32.0,43.0,4.0,3.0,0.4,1.0,2.0,2.2
12,13,25,25,25,1,2,3,0,3,4.0,19.0,3.0,7.0,3.0,7.0,11.0,15.0,0.0,0.0,0.0,0.0,0,1,23.0,12.0,155.0,312.0,4587,37.0,37.0,271.0,769.0,23.0,15.0,37.0,40.0,4.0,3.0,1.6,0.6,1.8,2.4
12,16,25,35,35,1,0,1,3,0,6.0,9.0,3.0,7.0,4.0,1.0,19.0,14.0,2.0,5.0,0.0,0.0,0,0,19.0,18.0,54.0,318.0,4683,27.0,54.0,105.0,786.0,22.0,18.0,30.0,54.0,5.0,3.0,1.0,0.6,1.8,1.8
12,19,25,9,8,2,4,6,0,3,5.0,10.0,3.0,3.0,3.0,6.0,12.0,14.0,1.0,3.0,0.0,1.0,1,1,6.0,1.0,101.0,301.0,4429,8.0,10.0,152.0,742.0,6.0,4.0,8.0,13.0,4.0,3.0,2.0,0.4,1.6,2.6
12,27,25,6,5,2,1,3,3,0,14.0,6.0,9.0,3.0,7.0,2.0,22.0,15.0,1.0,2.0,0.0,0.0,0,1,4.0,1.0,504.0,301.0,4403,6.0,7.0,905.0,739.0,7.0,1.0,9.0,7.0,2.0,3.0,1.8,1.2,2.6,1.4
12,29,25,28,28,1,0,1,3,0,13.0,6.0,4.0,3.0,5.0,4.0,11.0,16.0,2.0,2.0,0.0,0.0,0,0,22.0,15.0,459.0,315.0,4625,34.0,43.0,718.0,775.0,25.0,15.0,37.0,43.0,3.0,3.0,0.6,1.4,3.0,2.0
12,38,25,24,24,2,0,2,3,0,11.0,11.0,7.0,2.0,6.0,3.0,10.0,12.0,1.0,2.0,0.0,0.0,0,0,13.0,12.0,344.0,312.0,4581,15.0,37.0,520.0,769.0,16.0,12.0,18.0,37.0,4.0,3.0,1.8,1.4,2.8,3.2
12,0,25,36,37,3,1,4,3,0,11.0,11.0,8.0,6.0,1.0,4.0,13.0,10.0,0.0,2.0,0.0,0.0,1,1,38.0,18.0,498.0,318.0,4712,77.0,55.0,884.0,787.0,41.0,18.0,80.0,55.0,1.0,3.0,2.6,1.0,2.6,3.2
12,45,25,19,19,0,5,5,0,3,2.0,16.0,1.0,8.0,4.0,11.0,12.0,13.0,0.0,0.0,1.0,0.0,1,1,7.0,6.0,21.0,306.0,4534,10.0,28.0,36.0,760.0,7.0,9.0,10.0,31.0,5.0,3.0,1.4,1.2,3.2,1.6
12,1,3,17,17,1,2,3,0,3,9.0,9.0,3.0,5.0,6.0,0.0,9.0,28.0,2.0,4.0,0.0,0.0,0,1,18.0,7.0,376.0,47.0,4512,25.0,14.0,629.0,112.0,18.0,10.0,25.0,17.0,3.0,4.0,1.6,2.0,1.0,1.8
12,4,3,14,14,3,3,6,1,1,15.0,8.0,10.0,5.0,6.0,9.0,12.0,9.0,1.0,1.0,0.0,0.0,1,1,7.0,6.0,322.0,46.0,4482,9.0,12.0,528.0,110.0,8.0,7.0,10.0,13.0,4.0,4.0,1.0,2.5,1.6,3.0
12,6,3,7,7,1,1,2,1,1,16.0,6.0,12.0,2.0,7.0,2.0,7.0,18.0,2.0,1.0,0.0,0.0,0,0,7.0,1.0,132.0,41.0,4405,11.0,5.0,217.0,103.0,8.0,2.0,12.0,6.0,4.0,4.0,1.6,2.0,2.6,3.8
12,26,3,34,34,3,0,3,3,0,8.0,5.0,4.0,1.0,8.0,3.0,11.0,9.0,0.0,1.0,0.0,0.0,0,1,23.0,14.0,178.0,54.0,4676,41.0,38.0,299.0,136.0,26.0,14.0,44.0,38.0,4.0,4.0,1.4,1.5,2.8,3.8
12,28,3,5,5,2,1,3,3,0,14.0,5.0,6.0,3.0,6.0,3.0,16.0,19.0,2.0,3.0,0.0,0.0,0,1,4.0,1.0,229.0,41.0,4389,7.0,4.0,379.0,102.0,7.0,1.0,10.0,4.0,4.0,4.0,1.4,1.4,3.2,3.8
12,30,3,37,37,1,0,1,3,0,8.0,22.0,4.0,9.0,1.0,7.0,20.0,10.0,1.0,5.0,0.0,1.0,0,0,23.0,15.0,76.0,55.0,4710,30.0,42.0,126.0,140.0,26.0,15.0,33.0,42.0,4.0,4.0,0.8,1.4,3.4,3.2
12,33,3,1,1,1,1,2,1,1,14.0,16.0,8.0,11.0,8.0,4.0,13.0,16.0,2.0,4.0,0.0,0.0,0,0,,,34.0,40.0,4351,,,45.0,98.0,,,,,4.0,4.0,1.8,1.0,3.0,3.0
12,43,3,4,4,1,0,1,3,0,6.0,10.0,3.0,2.0,2.0,8.0,15.0,5.0,4.0,1.0,0.0,0.0,0,0,1.0,1.0,341.0,41.0,4380,5.0,4.0,557.0,102.0,4.0,1.0,8.0,4.0,4.0,4.0,1.4,0.6,2.2,2.2
12,14,3,32,32,1,1,2,1,1,19.0,2.0,12.0,1.0,8.0,5.0,17.0,12.0,2.0,2.0,0.0,0.0,0,0,39.0,13.0,452.0,53.0,4656,80.0,36.0,768.0,134.0,40.0,14.0,81.0,37.0,2.0,4.0,2.2,0.4,2.0,1.4
12,18,3,34,35,1,1,2,1,1,11.0,9.0,6.0,4.0,9.0,5.0,18.0,18.0,2.0,3.0,0.0,0.0,0,0,34.0,14.0,358.0,54.0,4684,57.0,38.0,570.0,136.0,35.0,15.0,58.0,39.0,5.0,4.0,1.6,0.6,1.8,2.4
12,13,3,23,23,3,1,4,3,0,10.0,10.0,6.0,6.0,4.0,4.0,11.0,10.0,0.0,2.0,0.0,0.0,1,1,20.0,13.0,152.0,53.0,4567,31.0,26.0,265.0,124.0,23.0,13.0,34.0,26.0,4.0,4.0,1.8,0.6,1.6,2.0
12,16,3,28,28,2,0,2,3,0,8.0,9.0,2.0,5.0,4.0,7.0,23.0,15.0,3.0,3.0,0.0,0.0,0,0,14.0,13.0,49.0,53.0,4614,22.0,32.0,100.0,130.0,17.0,13.0,25.0,32.0,5.0,4.0,1.2,0.8,2.2,2.2
12,19,3,20,20,2,3,5,0,3,10.0,6.0,7.0,5.0,7.0,3.0,9.0,13.0,1.0,0.0,0.0,0.0,1,1,10.0,10.0,105.0,50.0,4538,18.0,23.0,162.0,121.0,10.0,13.0,18.0,26.0,4.0,4.0,2.2,0.6,2.2,2.2
12,25,3,11,12,0,1,1,0,3,17.0,6.0,8.0,1.0,4.0,5.0,19.0,17.0,3.0,1.0,0.0,0.0,0,0,12.0,3.0,444.0,43.0,4457,17.0,9.0,749.0,107.0,12.0,6.0,17.0,12.0,3.0,4.0,1.8,1.2,3.0,2.2
12,27,3,26,26,2,0,2,3,0,17.0,7.0,11.0,1.0,5.0,2.0,10.0,16.0,1.0,3.0,0.0,0.0,0,0,28.0,13.0,528.0,53.0,4598,53.0,29.0,952.0,127.0,31.0,13.0,56.0,29.0,2.0,4.0,2.0,1.2,2.8,1.2
12,29,3,21,21,2,1,3,3,0,8.0,10.0,4.0,8.0,6.0,5.0,8.0,14.0,1.0,2.0,0.0,0.0,0,1,12.0,13.0,449.0,53.0,4552,22.0,26.0,706.0,124.0,15.0,13.0,25.0,26.0,3.0,4.0,0.6,1.0,2.8,1.6
12,38,3,10,10,0,0,0,1,1,6.0,8.0,1.0,2.0,4.0,4.0,11.0,11.0,0.0,1.0,0.0,0.0,0,0,4.0,2.0,335.0,42.0,4443,5.0,8.0,510.0,106.0,5.0,3.0,6.0,9.0,4.0,4.0,2.0,1.0,2.6,2.6
12,0,3,16,16,3,0,3,3,0,7.0,2.0,4.0,1.0,4.0,2.0,7.0,15.0,0.0,1.0,0.0,0.0,0,1,15.0,7.0,475.0,47.0,4494,31.0,14.0,838.0,112.0,18.0,7.0,34.0,14.0,1.0,4.0,2.8,1.0,2.2,3.2
12,45,3,28,29,2,0,2,3,0,12.0,7.0,7.0,0.0,13.0,3.0,16.0,18.0,1.0,1.0,0.0,0.0,0,0,13.0,13.0,27.0,53.0,4629,18.0,32.0,44.0,130.0,16.0,13.0,21.0,32.0,5.0,4.0,1.2,0.4,1.8,2.2
12,1,27,20,20,0,1,1,0,3,8.0,15.0,6.0,7.0,6.0,9.0,14.0,10.0,0.0,3.0,0.0,0.0,0,0,18.0,13.0,376.0,412.0,4535,25.0,37.0,629.0,936.0,18.0,16.0,25.0,40.0,3.0,2.0,1.6,1.0,3.8,2.0
12,4,27,4,3,1,1,2,1,1,8.0,24.0,4.0,15.0,4.0,14.0,25.0,17.0,3.0,1.0,1.0,0.0,0,0,1.0,0.0,316.0,399.0,4374,1.0,3.0,520.0,902.0,2.0,1.0,2.0,4.0,4.0,2.0,1.4,1.0,3.2,2.4
12,6,27,5,5,2,2,4,1,1,12.0,12.0,7.0,7.0,4.0,7.0,22.0,15.0,2.0,1.0,0.0,0.0,1,1,6.0,1.0,131.0,400.0,4385,9.0,5.0,215.0,904.0,7.0,2.0,10.0,6.0,4.0,2.0,1.6,1.3333333333333333,3.2,2.4
12,26,27,27,27,0,2,2,0,3,9.0,10.0,3.0,3.0,4.0,6.0,9.0,14.0,2.0,3.0,0.0,0.0,0,0,20.0,25.0,175.0,424.0,4610,33.0,56.0,291.0,955.0,20.0,28.0,33.0,59.0,4.0,2.0,1.4,1.5,3.2,3.0
12,28,27,21,21,0,2,2,0,3,6.0,13.0,2.0,7.0,10.0,4.0,13.0,9.0,1.0,0.0,0.0,0.0,0,0,21.0,16.0,246.0,415.0,4551,35.0,40.0,407.0,939.0,21.0,19.0,35.0,43.0,4.0,2.0,1.4,1.6,2.8,2.6
12,30,27,32,32,2,0,2,3,0,7.0,16.0,5.0,8.0,3.0,4.0,19.0,18.0,2.0,2.0,0.0,0.0,0,0,14.0,29.0,67.0,428.0,4659,20.0,67.0,116.0,966.0,17.0,29.0,23.0,67.0,4.0,2.0,0.8,1.6,2.2,2.0
12,33,27,10,11,2,0,2,3,0,11.0,20.0,7.0,9.0,3.0,9.0,19.0,9.0,0.0,2.0,0.0,0.0,0,0,10.0,6.0,44.0,405.0,4450,12.0,17.0,57.0,916.0,13.0,6.0,15.0,17.0,4.0,2.0,2.0,1.4,2.4,2.4
12,43,27,7,7,0,1,1,0,3,11.0,6.0,5.0,4.0,3.0,3.0,9.0,10.0,1.0,0.0,0.0,0.0,0,0,5.0,2.0,345.0,401.0,4411,10.0,9.0,562.0,908.0,5.0,5.0,10.0,12.0,4.0,2.0,1.6,1.2,2.4,2.4
12,14,27,1,1,1,0,1,3,0,8.0,11.0,5.0,3.0,2.0,3.0,17.0,8.0,0.0,0.0,0.0,0.0,0,0,,,413.0,399.0,4353,,,688.0,899.0,,,,,2.0,2.0,1.6,1.0,1.8,1.6
12,18,27,33,33,1,0,1,3,0,7.0,16.0,3.0,11.0,4.0,5.0,18.0,17.0,3.0,2.0,0.0,2.0,0,0,31.0,29.0,355.0,428.0,4675,54.0,67.0,567.0,966.0,34.0,29.0,57.0,67.0,5.0,2.0,1.0,0.6,1.6,2.4
12,3,27,9,9,0,0,0,1,1,14.0,12.0,6.0,7.0,3.0,3.0,16.0,11.0,1.0,0.0,0.0,0.0,0,0,5.0,5.0,63.0,404.0,4425,7.0,13.0,105.0,912.0,6.0,6.0,8.0,14.0,4.0,2.0,0.8,0.2,1.4,1.8
12,13,27,36,35,0,4,4,0,3,6.0,18.0,4.0,12.0,1.0,7.0,6.0,15.0,0.0,2.0,1.0,0.0,1,1,27.0,29.0,159.0,428.0,4699,45.0,70.0,279.0,969.0,27.0,32.0,45.0,73.0,4.0,2.0,2.0,0.2,1.0,1.4
12,16,27,29,29,0,0,0,1,1,2.0,16.0,1.0,9.0,2.0,7.0,12.0,9.0,5.0,4.0,1.0,0.0,0,0,17.0,28.0,52.0,427.0,4623,25.0,62.0,103.0,961.0,18.0,29.0,26.0,63.0,5.0,2.0,1.6,1.0,1.4,2.4
12,19,27,17,17,1,1,2,1,1,7.0,14.0,3.0,6.0,6.0,7.0,15.0,11.0,2.0,1.0,0.0,0.0,0,0,9.0,12.0,104.0,411.0,4513,17.0,30.0,161.0,929.0,10.0,13.0,18.0,31.0,4.0,2.0,2.4,0.8,1.2,1.8
12,25,27,23,23,0,1,1,0,3,13.0,5.0,5.0,2.0,9.0,4.0,12.0,25.0,2.0,4.0,0.0,1.0,0,0,25.0,19.0,457.0,418.0,4568,37.0,44.0,769.0,943.0,25.0,22.0,37.0,47.0,3.0,2.0,1.8,1.0,1.4,1.8
12,29,27,13,13,1,3,4,0,3,13.0,12.0,7.0,7.0,2.0,7.0,11.0,16.0,2.0,0.0,0.0,0.0,1,1,10.0,6.0,447.0,405.0,4472,16.0,18.0,700.0,917.0,10.0,9.0,16.0,21.0,3.0,2.0,1.0,1.2,1.4,1.8
12,38,27,38,38,1,2,3,0,3,11.0,16.0,3.0,8.0,5.0,3.0,14.0,13.0,1.0,2.0,0.0,0.0,0,1,24.0,32.0,355.0,431.0,4722,32.0,74.0,537.0,973.0,24.0,35.0,32.0,77.0,4.0,2.0,1.6,1.8,2.2,1.8
12,0,27,25,25,2,4,6,0,3,11.0,10.0,10.0,9.0,6.0,7.0,20.0,16.0,2.0,4.0,0.0,1.0,1,1,26.0,22.0,486.0,421.0,4585,51.0,50.0,858.0,949.0,26.0,25.0,51.0,53.0,1.0,2.0,2.4,1.4,2.0,2.6
12,45,27,15,15,0,3,3,0,3,3.0,18.0,2.0,9.0,1.0,8.0,13.0,11.0,0.0,0.0,0.0,0.0,0,1,7.0,9.0,21.0,408.0,4490,10.0,24.0,36.0,923.0,7.0,12.0,10.0,27.0,5.0,2.0,1.2,2.2,3.2,1.4
12,1,4,21,21,1,0,1,3,0,11.0,9.0,3.0,4.0,6.0,7.0,9.0,9.0,1.0,0.0,0.0,0.0,0,0,18.0,9.0,376.0,213.0,4545,25.0,19.0,629.0,538.0,21.0,9.0,28.0,19.0,3.0,4.0,1.2,0.0,2.0,2.0
12,6,4,20,20,0,1,1,0,3,13.0,7.0,5.0,5.0,5.0,1.0,13.0,10.0,2.0,2.0,0.0,0.0,0,0,14.0,6.0,139.0,210.0,4536,23.0,16.0,229.0,535.0,14.0,9.0,23.0,19.0,4.0,4.0,1.4,0.5,1.8,2.0
12,26,4,13,13,1,1,2,1,1,8.0,11.0,7.0,2.0,3.0,5.0,19.0,13.0,1.0,3.0,1.0,0.0,0,0,8.0,1.0,163.0,205.0,4469,13.0,8.0,271.0,527.0,9.0,2.0,14.0,9.0,4.0,4.0,1.2,0.6666666666666666,1.4,2.0
12,28,4,26,26,1,0,1,3,0,13.0,6.0,7.0,3.0,8.0,10.0,14.0,10.0,1.0,2.0,1.0,0.0,0,0,22.0,12.0,247.0,216.0,4599,37.0,25.0,409.0,544.0,25.0,12.0,40.0,25.0,4.0,4.0,1.2,0.5,1.8,2.4
12,30,4,12,12,1,1,2,1,1,12.0,15.0,5.0,9.0,7.0,4.0,18.0,12.0,1.0,0.0,0.0,1.0,0,0,3.0,0.0,56.0,204.0,4458,7.0,7.0,103.0,526.0,4.0,1.0,8.0,8.0,4.0,4.0,1.2,0.6,1.4,1.8
12,33,4,23,23,0,1,1,0,3,11.0,14.0,1.0,6.0,5.0,6.0,13.0,23.0,2.0,6.0,2.0,0.0,0,0,17.0,9.0,51.0,213.0,4571,27.0,22.0,72.0,541.0,17.0,12.0,27.0,25.0,4.0,4.0,1.8,0.6,1.4,1.8
12,43,4,38,38,0,0,0,1,1,11.0,12.0,7.0,8.0,5.0,7.0,10.0,14.0,2.0,2.0,0.0,0.0,0,0,31.0,18.0,371.0,222.0,4723,51.0,41.0,603.0,560.0,32.0,19.0,52.0,42.0,4.0,4.0,1.4,0.8,1.4,1.4
12,14,4,10,10,4,0,4,3,0,17.0,7.0,13.0,4.0,12.0,3.0,11.0,11.0,1.0,2.0,0.0,0.0,1,1,10.0,0.0,423.0,204.0,4435,20.0,6.0,708.0,525.0,13.0,0.0,23.0,6.0,2.0,4.0,1.2,0.6,1.2,1.8
12,18,4,29,28,0,1,1,0,3,12.0,11.0,4.0,5.0,6.0,3.0,15.0,20.0,3.0,2.0,0.0,0.0,0,0,28.0,12.0,352.0,216.0,4628,51.0,28.0,564.0,547.0,28.0,15.0,51.0,31.0,5.0,4.0,1.0,0.4,1.6,1.6
12,3,4,36,36,2,1,3,3,0,10.0,5.0,6.0,1.0,6.0,1.0,15.0,16.0,2.0,1.0,0.0,0.0,0,1,24.0,18.0,82.0,222.0,4692,39.0,41.0,137.0,560.0,27.0,18.0,42.0,41.0,4.0,4.0,0.8,0.6,1.6,1.2
12,13,4,7,7,1,0,1,3,0,6.0,12.0,3.0,7.0,6.0,10.0,18.0,14.0,1.0,1.0,0.0,0.0,0,0,7.0,0.0,139.0,204.0,4413,8.0,5.0,242.0,524.0,10.0,0.0,11.0,5.0,4.0,4.0,1.6,0.6,1.8,1.4
12,16,4,17,17,0,0,0,1,1,8.0,16.0,1.0,8.0,2.0,1.0,19.0,20.0,3.0,3.0,0.0,1.0,0,0,7.0,5.0,42.0,209.0,4504,13.0,13.0,91.0,532.0,8.0,6.0,14.0,14.0,5.0,4.0,1.2,0.4,1.8,1.4
12,19,4,15,15,0,2,2,0,3,12.0,17.0,6.0,4.0,6.0,6.0,9.0,13.0,2.0,1.0,1.0,0.0,0,0,9.0,2.0,104.0,206.0,4487,14.0,10.0,158.0,529.0,9.0,5.0,14.0,13.0,4.0,4.0,2.0,0.4,1.8,1.4
12,25,4,29,29,0,0,0,1,1,7.0,5.0,2.0,2.0,11.0,3.0,12.0,13.0,1.0,1.0,0.0,0.0,0,0,28.0,15.0,460.0,219.0,4633,43.0,31.0,775.0,550.0,29.0,16.0,44.0,32.0,3.0,4.0,1.2,0.8,1.4,2.0
12,27,4,31,31,0,0,0,1,1,23.0,9.0,9.0,3.0,9.0,3.0,21.0,18.0,3.0,2.0,0.0,0.0,0,0,37.0,16.0,537.0,220.0,4649,66.0,32.0,965.0,551.0,38.0,17.0,67.0,33.0,2.0,4.0,1.4,0.6,1.2,2.4
12,29,4,5,5,3,0,3,3,0,7.0,5.0,4.0,1.0,8.0,5.0,10.0,19.0,2.0,1.0,0.0,0.0,0,1,1.0,0.0,438.0,204.0,4390,2.0,2.0,686.0,521.0,4.0,0.0,5.0,2.0,3.0,4.0,1.0,0.4,0.6,1.4
12,38,4,2,2,3,2,5,3,0,13.0,10.0,7.0,6.0,3.0,6.0,12.0,18.0,0.0,3.0,0.0,0.0,1,1,,,331.0,204.0,4362,0.0,1.0,505.0,520.0,,,3.0,1.0,4.0,4.0,1.2,0.4,1.0,1.4
